"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","genero","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
11210,"Robinson Crusoe",False,0,"en",15.0,"1997-06-11","Robinson Crusoe flees Britain on a ship after killing his friend over the love of Mary. A fierce ocean storm wrecks his ship and leaves him stranded by himself on an uncharted island. Left to fend for himself, Crusoe seeks out a tentative survival on the island, until he meets Friday, a tribesman whom he saves from being sacrificed. Initially, Crusoe is thrilled to finally have a friend, but he has to defend himself against the tribe who uses the island to sacrifice tribesman to their gods. During time their relationship changes from master-slave to a mutual respected friendship despite their difference in culture and religion.",0.0,92.0,"Action","Pierce Brosnan","James Frain","Polly Walker","Ian Hart","William Takaku","Rod Hardy","Christopher Canaan","Tracy Keenan Wynn",""
2965,"20,000 Leagues Under the Sea",False,0,"en",2.0,"1997-03-23","In the 19th century, an expert marine biologist is hired by the government to determine what's sinking ships all over the ocean. His daughter follows him. They are intercepted by a mysterious captain Nemo and his incredible submarine.",0.0,95.0,"Action","Richard Crenna","Ben Cross","Julie Cox","Michael Jayston","Jeff Harding","Michael Anderson","Joe Wiesenfeld","",""
44388,"It Had to Be You",False,0,"en",1.0,"2000-01-01","Two strangers meet and fall in love during the weekend that they are planning their respective weddings.",0.0,90.0,"Comedy","Natasha Henstridge","Michael Vartan","Olivia d'Abo","Joelle Carter","Emmy Rossum","","","",""
41903,"Mr. India",False,0,"hi",1.0,"1987-05-25","A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",0.0,179.0,"Action","Anil Kapoor","Sridevi Kapoor","Amrish Puri","Satish Kaushik","Sharat Saxena","Shekhar Kapur","","",""
46812,"Lost Boys: The Thirst",False,4400000,"en",3.0,"2010-05-12","Vampire hunter Edgar Frog is destitute and nearly friendless, when the beautiful vampire-romance novelist Gwen Lieber offers him a small fortune to go on the vampire hunt of a lifetime and save her brother from an army of newborn vampires who use a new drug called the Thirst, which is a mixture of Ecstasy and vampire blood. Realising he can't do this alone, Edgar turns to his brother, Alan Frog, to help him save Gwen's brother.",0.0,81.0,"Comedy","Corey Feldman","Jamison Newlander","Tanit Phoenix","Casey B. Dolan","Sean Cameron Michael","Darlo Piana","","",""
339355,"Larry Gaye: Renegade Male Flight Attendant",False,0,"en",1.0,"2015-06-05","Comedy - A self-anointed 'renegade' male flight attendant must save the day when the airline he works for tries to eliminate flight attendants as a cost-cutting measure. -  Stanley Tucci, Rebecca Romijn, Jayma Mays",0.0,99.0,"Comedy","Mark Feuerstein","Henry Winkler","Jason Alexander","Rebecca Romijn","Molly Shannon","Sam Friedlander","","",""
247182,"El niño",False,0,"es",10.0,"2014-08-29","The story stars two teenagers on the one side, El Niño and El Compi, who want to enter the world of drug trafficking, and two police officers on the other, Jesús and Eva, who have been trying to eradicate the drug trafficking network for years. A small-time trafficker working in the Gibraltar Straits.",0.0,136.0,"Action","Luis Tosar","Jesús Castro","Eduard Fernández","Sergi López","Bárbara Lennie","Daniel Monzón","Jorge Guerricaechevarría","Daniel Monzón",""
13339,"Three O'Clock High",False,0,"en",6.0,"1987-10-09","A high school nerd, Jerry Mitchell (Siemaszko) is assigned to write a piece for the school paper about new boy Buddy Revell (Tyson), who is rumored to be a psychopathic nutcase. When Jerry accidentally touches Buddy, he says that they must fight in the parking lot at 3pm. Jerry will just about do anything to avoid the confrontation",3685862.0,97.0,"Comedy","Casey Siemaszko","Annie Ryan","Richard Tyson","Stacey Glick","Jonathan Wise","Phil Joanou","Richard Christian Matheson","Tom Szollosi",""
115873,"The Angrez",False,50000,"hi",0.0,"2006-06-02","The Angrez is a 2006 Indian comedy movie directed by Kuntaa Nikkil. In this movie, the word ""Angrez"" refers to English people and non-resident Indians.  The movie was a trendsetter in that, it was one of the first to effectively and humorously, often resorting to the slapstick kind, portray the dialect of the Old City and the Hyderabadi tongue. The film also portrays the fascination for American materialism, the hype around the IT industry and the lifestyle and culture it has spawned.",300000.0,110.0,"Comedy","Aziz Naser","Masti Ali","Kuntaa Nikkil","Dheer Charan Srivastav","R.K. (Mama)","Kuntaa Nikkil","","",""
9448,"The Big Hit",False,13000000,"en",10.0,"1998-04-24","Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",27007143.0,91.0,"Comedy","Mark Wahlberg","Lou Diamond Phillips","Christina Applegate","China Chow","Avery Brooks","Kirk Wong","Ben Ramsey","",""
58421,"Ignition",False,0,"en",0.0,"2002-01-17","A web of intrigue and conspiracy lies beneath the euphoria as the U.S. is about to put a man on the moon for the first time in over thirty years",0.0,99.0,"Action","Bill Pullman","Lena Olin","Colm Feore","Peter Kent","Barbara Eve Harris","Yves Simoneau","","",""
766,"Army of Darkness",False,11000000,"en",19.0,"1992-10-09","A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",0.0,81.0,"Comedy","Bruce Campbell","Embeth Davidtz","Marcus Gilbert","Ian Abercrombie","Richard Grove","Sam Raimi","Sam Raimi","Ivan Raimi",""
79331,"The Gunfight at Dodge City",False,0,"en",6.0,"1959-05-01","Fleeing to Dodge City after killing a man in self defence Masterson finds his brother Ed (Harry Lauter) running for sheriff of the town. When Ed is killed by hired guns of the corrupt incumbent Bat is determined to settle the score with violence but he is convinced by the townspeople that the best way to avenge his brother's death is by taking Ed's place on the ballot. Bat agrees and wins the election but his new role on the right side of the law will lead him to unexpected confrontations as he finds himself torn between his loyalties to his friends and his duties as sheriff.",0.0,81.0,"Action","Joel McCrea","Julie Adams","John McIntire","Richard Anderson","Nancy Gates","Joseph M. Newman","Martin Goldsmith","Daniel B. Ullman",""
24621,"Chasing Papi",False,0,"en",2.0,"2003-04-16","Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",6126237.0,80.0,"Comedy","Roselyn Sánchez","Sofía Vergara","Jaci Velasquez","Eduardo Verástegui","Lisa Vidal","Linda Mendoza","","",""
55438,"Broken Blade: Book Six - Enclave of Lamentations",False,0,"en",0.0,"2011-03-25","Baldr and his men carries Delphine back to the kingdom after discovering Rygart. Borcuse orders the attack on the capital without waiting for the others to rejoin. Sigyn makes a weapon using Athenian's golem parts. Narvi finds her surviving men and return to protect the capital. Cleo decides to go back and hugs Sigyn good bye. Borcuse's army manage to break the Krisnan's first defense line and the battle moves into the streets. Sigyn's men manage to find Delphine and repairs it while its automatic cooling system is still operating. When the Delphine cools, Rygart leaps to defend the kingdom and fought Borcuse. Sigyn delivers the make shift weapon to Rygart and he initially unable to fight Borcuse because he is too fast but when Borcuse's Golen's leg cracks, Rygart damages it. Borcuse comes out of the cockpit and use his handgun to shoot at Rygart replaying Girghe's last moment. Rygart kills him and Borcuse's army lost. Zess upon hearing Cleo's escape decides to find her.",0.0,50.0,"Action","","","","","","Nobuyoshi Habara","","","Yunosuke Yoshinaga"
3563,"I Now Pronounce You Chuck & Larry",False,85000000,"en",12.0,"2007-07-12","Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core – which is why, when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.",186072214.0,115.0,"Comedy","Adam Sandler","Kevin James","Jessica Biel","Dan Aykroyd","Ving Rhames","Dennis Dugan","Jim Taylor","Barry Fanaro",""
432883,"Jen Kirkman: Just Keep Livin'",False,0,"en",0.0,"2017-01-03","Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",0.0,69.0,"Comedy","Jen Kirkman","","","","","Lance Bangs","","",""
27292,"Prime Cut",False,0,"en",5.0,"1972-06-28","A Chicago mob enforcer is sent to Kansas City to settle a debt with a cattle rancher who not only grinds his enemies into sausage, but sells women as sex slaves.",0.0,88.0,"Action","Lee Marvin","Gene Hackman","Angel Tompkins","Gregory Walcott","Sissy Spacek","Michael Ritchie","","",""
57258,"The Indian Fighter",False,0,"en",5.0,"1955-12-21","A scout leading a wagon train through hostile Indian country unwittingly gets involved with a Sioux chief's daughter",0.0,88.0,"Action","Kirk Douglas","Elsa Martinelli","Walter Matthau","Diana Douglas","Walter Abel","André De Toth","Frank Davis","Ben Hecht",""
604,"The Matrix Reloaded",False,150000000,"en",29.0,"2003-05-15","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",738599701.0,138.0,"Action","Keanu Reeves","Carrie-Anne Moss","Laurence Fishburne","Hugo Weaving","Helmut Bakaitis","Lilly Wachowski","Lilly Wachowski","Lana Wachowski",""
23273,"Great!",False,0,"it",3.0,"1986-01-01","Carlo Verdone at his best is incredibly supported by a fantastic Alberto Sordi and a cast of street-genie non-actors that outperform beyond any imagination.",0.0,110.0,"Comedy","Carlo Verdone","Alberto Sordi","Mario Brega","John Steiner","Ulisse Minervini","Carlo Verdone","","",""
2018,"The Wedding Planner",False,35000000,"en",14.0,"2001-01-26","Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",94728529.0,103.0,"Comedy","Jennifer Lopez","Matthew McConaughey","Justin Chambers","Joanna Gleason","Lou Myers","Adam Shankman","Pamela Falk","Michael Ellis",""
27581,"The Other Guys",False,100000000,"en",22.0,"2010-08-06","NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",170432927.0,107.0,"Comedy","Will Ferrell","Mark Wahlberg","Eva Mendes","Samuel L. Jackson","Dwayne Johnson","Adam McKay","Adam McKay","Chris Henchy",""
